company name,mobile no,website link,state and city,email
['LIONESS TILE'],['tel:098119 65599'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cubGlvbmVzc3RpbGUuY29tLw/082631f2205f721eda52459b30739d79/ue/NTI1MzkwOTA/71a9f4e39c66efc817f42a4f6c2e11e1'],"['Jaipur, Rajasthan']",[]
['Oswal Granite'],['tel:084463 60361'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cub3N3YWxncmFuaXRlLmNvbQ/fdc86828ee03b96bc8794bf94bdf06d0/ue/NTY3OTEyNDU/0bede4b9399860b9322cf22e958e7988'],"['Pune, Maharashtra']",[]
['Buildfloor'],['tel:098285 19992'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5idWlsZGZsb29yLmlu/80c6665d5c48575070879a972236d5a3/ue/NTQ3NTc0MDE/f28b599964edef331c09d9a9844e7dde'],"['Bangalore Urban, Karnataka']",[]
['Makbys'],['tel:081304 48235'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuaW5kaWFtYXJ0LmNvbS9tYWtieXMvb3VyLWV4Y2VsbGVuY2UuaHRtbA/e6aa2de909fa11fc6a58b1339b391bf1/ue/MzUyNzY3MDk/eb00ce69acc48e9cc8415c4984e838da'],"['noida, Uttar Pradesh']",[]
['Stones and Tiles Bangalore'],['tel:080500 65000'],['https://www.houzz.in/trk/aHR0cDovL3N0b25lc2FuZHRpbGVzLmlu/9d9bce1baf71fdf8b4c68524a71a105e/ue/MzI1MDQyNzQ/76cbec2f8a8f8cc9574c3edb031efb5a'],"['Bangalore, Karnataka']",[]
['Capstona'],['tel:091666 15880'],['https://www.houzz.in/trk/aHR0cDovL2NhcHN0b25hLmNvbS8/f807ca86513595047f2033b61f67806b/ue/NDM3MDc0NDI/77cae80230071e12c28dfed6382f01ca'],"['Udaipur, Rajasthan']",[]
['AAKAAR FLOORINGS'],['tel:090242 00842'],[],"['Jaipur, Rajasthan']",[]
['Satyam Exports'],['tel:099826 66712'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zYXR5YW1leHBvcnRzLmlu/347cea5c59b2b0435c5786ced5f85fb5/ue/MjA0NzAyOA/53e7863bc6d893206354e3a9cb35c0ef'],['Udaipur'],[]
['CorianÂ® Design'],['tel:1800 419 0899'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuY29yaWFuZGVzaWduLmluLw/4cb48a92ac23d6948bc6ecf00bbf3712/ue/NTU4NTAyODk/96ab359e20b7d4c549ac34c2ad7ef75c'],"['Gurgaon, Haryana']",[]
['Millenium Marbles'],['tel:097310 05920'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5taWxsZW5pdW1tYXJibGVzLmNvbQ/b07532971c63f98c5f0d5b2b5322b381/ue/MzQ5MTU0MTg/3f30ee973c714f73180a94705e891697'],"['Shoolagiri, Tamil Nadu']",[]
['parashstones'],['tel:0141 403 3802'],['https://www.houzz.in/trk/aHR0cDovL3BhcmFzaHN0b25lcy5jb20/51d0a619f41cf0abe77de3f3fdfe4229/ue/MjUzMzg5MDc/24047756d4f44d1ed2120672258d1df7'],['jaipur'],[]
['Perfect Stone Inc'],['tel:093143 31111'],['https://www.houzz.in/trk/aHR0cHM6Ly9wZXJmZWN0c3RvbmVpbmMuY29t/8d7352283928582cfe810da70fc7d945/ue/NDA4NjM2NDA/9301a09b9ff9ccde3a1c2871f7fbef59'],"['Jaipur, Rajasthan']",[]
['Ariston Quartz'],['tel:02772 226 161'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hcmlzdG9ucXVhcnR6LmNvbQ/88d8cf14faf8f785196908eae7faa729/ue/NTA0NjgzNw/128a8052d1ee8f7ee453ccfa106d7f50'],['Himatnagar'],[]
['Monarch Crafts'],['tel:098285 51047'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tb25hcmNoY3JhZnRzLmNvLmlu/ad90fa89609b5b385b13d3af237046fc/ue/ODIwMjA2Mg/dfeb4ea817378857c285cbf3c9a26ecf'],['Jaipur'],[]
['Parman Designs'],['tel:090081 17240'],['https://www.houzz.in/trk/aHR0cDovL3Bhcm1hbmRlc2lnbnMuY29t/93f1446ad1884bfe66f02f4d4ae79a79/ue/NTczMzkzMjY/7d9c13a2758d4013a6a1123773629bb8'],"['new delhi, Delhi']",[]
['GADIA STONEX'],['tel:077376 51494'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL2dyb3Vwcy9nYWRpYS5zdG9uZXgv/f9c3e3937f8fbbee533b7ed0e37e6698/ue/MTI1MDUyMjM/947905a440ac42ac44831685a644c303'],['Ajmer'],[]
['Punav slate & stone'],['tel:095878 66695'],['https://www.houzz.in/trk/aHR0cDovL1B1bmF2c25zLmNvbQ/f48dc957ebd457ebec66d63554ed879a/ue/NTUwNDc5Mjc/2121ab794fc4fb500e76b8e12d8d12e3'],"['Kota, Rajasthan']",[]
['ORVI SURFACES'],['tel:099838 00036'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5vcnZpLmNvbQ/82d7c364751ff1dcdb375ac00e9b255b/ue/NDE5MjAxMzA/00a8338651ee203d38c8b7d06860509b'],"['Jaipur, Rajasthan']",[]
['The Stone Fabricators'],['tel:097828 59218'],['https://www.houzz.in/trk/aHR0cDovL3d3dy50aGVzdG9uZWZhYi5jb20v/7f9be524f6c0d824baea802729f0fac0/ue/NTkyNzc2Njk/ec8d07fdbd8096caf08ee6ff59330a5e'],"['Jaipur, Rajasthan']",[]
['Chhabria and sons'],['tel:099457 69000'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuY2hhYnNvbnMuY29t/ac2a0ad1a9e005e29fdde6e5dcb6e01d/ue/NTcxMzY5NTI/0b68a3ee02e55a94acef812410d4c150'],"['Bangalore, Karnataka']",[]
['Astonetech'],['tel:094601 46619'],['https://www.houzz.in/trk/aHR0cDovL2FzdG9uZXRlY2guY29t/c5860c53d0d028ff718c3cef13f01676/ue/MjQ4OTUyOQ/951e13c44479e45a2fb9c9a60325399e'],['Jaipur'],[]
['Sentosa Granito Pvt. Ltd.'],['tel:099782 78422'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zZW50b3NhLmlu/eb6bcff2a042332bf2066248d61ad456/ue/NDU4MzI0MTI/629eab85afda93cf73301ea36eb7c6e3'],"['Morbi, Gujarat']",[]
['Saai Senthur Traders'],['tel:075024 64153'],[],"['Erodr, Tamil Nadu']",[]
['FACE IMPEX PVT.LTD - INDIA'],['tel:099798 44493'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mYWNlaW1wZXguY29t/0998794b3bbc1f8172b5eb5b43eb5d0a/ue/NTM5MDM0NDQ/ff7a93ec0f842c3bf1f31f1f0eafe9c1'],"['Morbi, Gujarat']",[]
['SIMAG SURFACES'],['tel:098440 06466'],[],"['Bengaluru, Karnataka']",[]
['Fino Roccia'],['tel:070960 15274'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5maW5vcm9jY2lhLmNvbQ/804c7e68d14637fa320f2d808bc7e9cb/ue/NTQ5OTg0ODk/f7c8caa7b1c1b5afef3afffcf3a6fb0b'],"['Udaipur, Rajasthan']",[]
['Or Ceramic Tiles'],['tel:099130 33390'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cub3JjZXJhbWljLmNvbS8/7425451dab62abfd0de61ac32f1138fb/ue/NTU2OTQ1OTE/30b18b88ba375884daaa957c0b81cc88'],"['Morbi, Gujarat']",[]
['Bobby Tariq'],['tel:07143 757 732'],[],"['New York, Uttarakhand']",[]
['Stone Ideas'],['tel:097835 25370'],['https://www.houzz.in/trk/aHR0cDovL0luZm9Ac3RvbmUtaWRlYXMuaW4/4bb6eaafa428ab6048ca78d4c704b741/ue/MTQ4MTc0NDU/c7f3d94046b61d235096d78e954bc90e'],['Udaipur'],[]
['Height stones'],['tel:088883 44442'],['https://www.houzz.in/trk/aHR0cDovL2hlaWdodHN0b25lcy5ob3V6ei5jb20/83c9d19277f4065e3255d348f2098a32/ue/Mjc4OTg2MTE/35f0da762835354ea74f90ebcaa405fc'],"['jaipur, Rajasthan']",[]
['REGAL CERAMICA'],['tel:094498 05223'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL3JlZ2FsY2VyYW1pY2FibHIv/5b4c2e849c8c11c92bf39704b7bf7b70/ue/NTU2NTUzMTE/6f2d93f83dd60ff7dee36939f2dd9646'],"['PUTTENAHALLI,KOTHANUR MAIN ROAD, Karnataka']",[]
['B.R sons interior and exteriors'],['tel:080057 69693'],[],"['Jodhpur, Rajasthan']",[]
['OVERSEAS MARBLES'],['tel:081002 20230'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5vdmVyc2Vhc21hcmJsZXMuY29t/6bf658a71f382846b471842ac017d834/ue/NTc5MDY1NzI/7c649e5582e76dc1efbf5ff4c89fe47a'],"['Kolkata, West Bengal']",[]
['Italica Tiles Pvt.Ltd'],['tel:070690 11163'],['https://www.houzz.in/trk/aHR0cDovL2l0YWxpY2F0aWxlcy5jb20v/ab5b5b8525e018381e353a09cef2adb9/ue/NTE4NDM5NzI/4add8a496b95201c23b7e7eb9c110a18'],"['Morbi, Gujarat']",[]
['Bellazo Tiles'],['tel:090359 93811'],[],['Bangalore'],[]
['Mozart Vitrified'],['tel:099989 26491'],['https://www.houzz.in/trk/aHR0cDovL21vemFydHZpdHJpZmllZC5jb20v/7da7108eb74587434c120137e867938d/ue/NTg0Mzg2NDY/6a85fc07fd9bb96dcf9fce72426e2032'],['Morbi'],[]
['PalladioMosaics'],['tel:079 4000 6000'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5wYWxsYWRpby5pbg/d527c567a0482b06bc86b1bee6e2a088/ue/MjgyNDUzNTg/f8f5a1f44e175a4fd7c09db7c3ada255'],['Ahmedabad'],[]
['Grp Marbles'],['tel:095997 28891'],['https://www.houzz.in/trk/aHR0cDovL2dycG1hcmJsZXMuY29t/031d4e11a49c529fc970fa812b3a3051/ue/NTM5NTQ5NDQ/f9f4ce9c0703437b1abbb1a208b6a6ab'],"['Faridabad, Haryana']",[]
['Petroche'],['tel:094899 37842'],[],"['Pune, Maharashtra']",[]
['Shambhavi Reddy'],['tel:093805 03838'],[],['Chennai'],[]
['Swastik Minchem'],['tel:091669 63613'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zd2FzdGlrbWluY2hlbS5jb20/6b158353968c5e3119435438429e8aac/ue/NTE5NTkyMDM/fbdabdad276bafd0458e88ee6e2ab7e2'],"['Ajmer, Rajasthan']",[]
