company name,mobile no,website link,state and city,email
['Elffab'],['tel:078388 66885'],['https://www.houzz.in/trk/aHR0cDovL2VsZmZhYi5jb20/d7729d05d4355c7d946b2832676374c6/ue/MTMwMzA4OTc/2530ccef6c394f723d95e24d70d350c5'],['New Delhi'],[]
['Mauve & Brown'],['tel:099715 80745'],[],['New Delhi'],[]
['STERLING CREATIONS PRIVATE LIMITED'],['tel:099900 92171'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuc2FkeWFza2Euc3RvcmUv/c81963a4e2af3938b4b6934b6a39c973/ue/NTE1NjA2MDY/91761cca93140b6daf8b7b7328d91d0c'],"['NOIDA, Uttar Pradesh']",[]
['CHROMECRAFT'],['tel:011 2384 3399'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jaHJvbWVjcmFmdC5jb20/ca0480adb87b5d6e52a9c222450eff93/ue/MzgyMjY2NzM/783841927d1cc78b72cca5efc1d2a9ce'],"['DELHI, Delhi']",[]
['JAZB Creations'],['tel:095481 50303'],[],['Moradabad'],[]
['Shearling Skins Pvt. Ltd.'],['tel:099902 16100'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zaGVhcmxpbmcuaW4/9f8be48d98b7b8f57303f91e26cd7866/ue/MjUyNTE5MA/ee4931222fe1b78baaeccd0388ea65e7'],['New Delhi'],[]
['IDAM'],['tel:099993 72636'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pZGFtc3RvcmUuY29t/1fa91577d136327b19e718733e1dbd5c/ue/Mjc0OTk4NDk/21fb6fc94c5abb4de881d6da34653fe3'],['Delhi NCR'],[]
['Eximcorp India Pvt. Ltd.'],['tel:099100 77610'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5leGltY29ycC5jby5pbg/5fa84fca699a01b65c141e62ee92670e/ue/MjQ1NjA5MTM/023a71dcdc8d1343e4caeeca576dbef5'],['New Delhi'],[]
['Oystra Concepts (P) Ltd.'],['tel:12040615004647'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5veXN0cmEuaW4/8bcf66660a9519d2024ebc73dca3827c/ue/MTQ2OTU2Njg/1acbdf9e1eeb73a8576567d956e66d11'],['Noida (U.P.)'],[]
['casa decor store'],['tel:092100 00349'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuY2FzYWRlY29yLnN0b3JlLw/38671d8bf3e4ffa9cda84b1467ba0797/ue/NDk5MDk0ODc/6f7ea10678afd0b2f3ddd28e6b748e2f'],"['Noida, Uttar Pradesh']",[]
['Terracasa'],['tel:4262430'],['https://www.houzz.in/trk/aHR0cDovL2N1c2hpb25jYXNhLmNvbQ/8ba06bd833a9e6c86a226781d06c6b01/ue/MzI0NDQ1MTQ/9b71df4df3792e07ac45012e5140b42f'],"['Gurgaon, Haryana']",[]
['RIA HARDWARE'],['tel:092196 15060'],[],['Aligarh'],[]
['LIVING IMPRESSIONS'],['tel:+998 10334'],[],['NEW DELHI'],[]
['IKEA'],[],['https://www.houzz.in/trk/aHR0cDovL3d3dy5JS0VBLVVTQS5jb20/cea329c3748cd15db75157512a0068cc/ue/NTY0OTQ0/04246beb45d93f7138155ff94785e7dc'],['United States'],[]
['Z Gallerie'],['tel:+1 800-908-6748'],['https://www.houzz.in/trk/aHR0cDovL3d3dy56Z2FsbGVyaWUuY29t/98145bd39dfd702af2773ef7b49c1512/ue/NDc1Njc0/abec2908c6b1a51c303ccf83f910720d'],"['Gardena, California, United States']",[]
['Creative Design Guild'],['tel:+1 248-435-9705'],['https://www.houzz.in/trk/aHR0cDovL2NyZWF0aXZlZGVzaWduZ3VpbGQuY29t/4588cd74a9f6c5d93ef8ce88ff449ee6/ue/MTU1NjY0Nw/306c0e1e9cc2f0aeb3f4e6bbcbafe158'],"['Clawson, Michigan, United States']",[]
