company name,mobile no,website link,state and city,email
['FURNSTYL - The Luxury Home Store'],['tel:0120 427 0505'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mdXJuc3R5bC5jb20/814b946dd77ea79c3cd7b4fc20d2f61b/ue/MjMyMjg0OTA/9d348ec71b5d21974a0f56eabffeb5a9'],"['Noida, Uttar Pradesh']",[]
['The White Teak Company'],['tel:098739 94497'],['https://www.houzz.in/trk/aHR0cHM6Ly93aGl0ZXRlYWsuY29tP3V0bV9tZWRpdW09SG91enomdXRtX2NhbXBhaWduPUhvdXp6/caa17b6392d91eba8b35d38c9e064061/ue/NDI4ODg0Nzk/630991c3a25143c7f73028edf09faf55'],"['New Delhi, Delhi']",[]
['Avian'],['tel:098188 02244'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hdmlhbmxpZmVzdHlsZS5jb20/41deeb9d7c45cf7aa2b1563e2c28c335/ue/NTE2OTk2NjA/e5e0cc0a76fb7fe21579029c57cd1a1a'],"['National Capital Territory of Delhi, Delhi']",[]
['IDUS Furniture Store'],['tel:098715 00042'],['https://www.houzz.in/trk/aHR0cHM6Ly9pZHVzZnVybml0dXJlLmhvdXp6Lmlu/f7056d2a8968ba88d0ff70f7917e5123/ue/NDMwNDg1NDg/f7423be6ce2d195cfbb453116cafe597'],"['New Delhi, Delhi']",[]
['Its All About Home'],['tel:0120 677 4224'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pYWFoLmNvbQ/1f3a4a181b8d47802425c0af16542099/ue/MzkzNDA3Nzc/57850e55fb7b307d9c4137c526c25b78'],"['Noida, Uttar Pradesh']",[]
['Homecity Lifestyle Pvt Ltd'],['tel:099967 81808'],['https://www.houzz.in/trk/aHR0cHM6Ly9nb28uZ2wvaVJMZmJ2/709174def0995d1423c73bbcce28cb25/ue/NDYxMDg5ODc/d39e3624c4a26c810251446dd28ba36a'],"['New Delhi, Delhi']",[]
['METAPHOR CONTEMPORARY FURNITURE'],['tel:098101 63660'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tZXRhcGhvcmNvbnRlbXBvcmFyeWZ1cm5pdHVyZS53b3JkcHJlc3MuY29t/e19330f07255ba8be0a98292815c9a6e/ue/MjY0MTQyNDM/2444451c8e8af15b373c532ed79cba0f'],"['NEW DELHI, Delhi']",[]
['Godrej Script'],['tel:080 2525 2259'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuc2NyaXB0b25saW5lLmNvbS8/398705015a536858f0e274a069bbc0aa/ue/NTUyMzMxMDM/f998aa77b6637a5d682c08d7f266ad03'],"['New Delhi, Delhi']",[]
['NIVASA'],['tel:098108 88985'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5uaXZhc2EuY29t/b9ebdb0499874789cd134bd747fde6d0/ue/NTc1MTg2Njg/0c8bf038658a7d1569876bbbfbcdb971'],"['Delhi, Delhi']",[]
['limÃ³n'],['tel:088262 78883'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5saW1vbi1kZXNpZ24uY29t/27718bc72032d17349f7f61ce95bb8fd/ue/Mzk2MjYzMjM/e59ebdaf82952fd4efb8b67fedf237db'],"['New Delhi, Delhi']",[]
['Knock on Wood'],['tel:011 4160 4180'],['https://www.houzz.in/trk/aHR0cDovL2tub2Nrb253b29kLmluLw/134074239891091cfcac51ed6e770be6/ue/MjUwMjkxNjY/bbbad7dd5f13b14499dd753e16bb26c0'],['New Delhi'],[]
['Naksh Contracts'],['tel:084487 90278'],[],['New Delhi'],[]
['MaddHome.com'],['tel:097114 67727'],['https://www.houzz.in/trk/aHR0cDovL21hZGRob21laW5kaWEuaG91enouY29t/7731194c305edf0570c20b6af1813851/ue/MjU5MTI3MDU/0cfa75785d03caf62d3aa3667dd44f50'],['New Delhi'],[]
