company name,mobile no,website link,state and city,email
['IKEA'],[],['https://www.houzz.in/trk/aHR0cDovL3d3dy5JS0VBLVVTQS5jb20/cea329c3748cd15db75157512a0068cc/ue/NTY0OTQ0/04246beb45d93f7138155ff94785e7dc'],['United States'],[]
['Z Gallerie'],['tel:+1 800-908-6748'],['https://www.houzz.in/trk/aHR0cDovL3d3dy56Z2FsbGVyaWUuY29t/98145bd39dfd702af2773ef7b49c1512/ue/NDc1Njc0/abec2908c6b1a51c303ccf83f910720d'],"['Gardena, California, United States']",[]
['Creative Design Guild'],['tel:+1 248-435-9705'],['https://www.houzz.in/trk/aHR0cDovL2NyZWF0aXZlZGVzaWduZ3VpbGQuY29t/4588cd74a9f6c5d93ef8ce88ff449ee6/ue/MTU1NjY0Nw/306c0e1e9cc2f0aeb3f4e6bbcbafe158'],"['Clawson, Michigan, United States']",[]
['Kravet'],['tel:+1 516-293-2000'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jdXJhdGVka3JhdmV0LmNvbS8/96feeaa8f65b6918fc564bf053300905/ue/NTYyNjcz/ca431401968ff630b1e494ccb785355c'],"['Bethpage, New York, United States']",[]
"[""Twin's Chic""]",['tel:+1 978-578-1583'],['https://www.houzz.in/trk/aHR0cHM6Ly91cGhvbHN0ZXJ5YW50aXF1ZXBhaW50ZWRmdXJuaXR1cmUubmV0/ab4b98f4e5d1efb07e55f670ac0ad81a/ue/Nzc0MzcyMg/5d817b9e09188d61cdc3efcc5d820b82'],"['Ipswich, Massachusetts, United States']",[]
"['Lange Custom Woodworking, Inc.']",['tel:+1 262-249-0576'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5sYW5nZWN1c3RvbXdvb2R3b3JraW5nLmNvbQ/a3dce3ab9496914506a4992d75fa91a5/ue/NjAzNjYxNQ/83015f1b2bdd9a3e268dd88e3a63fb91'],"['Lake Geneva, Wisconsin, United States']",[]
['Design Within Reach'],['tel:+1 800-944-2233'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kd3IuY29t/ffa3e66ba34d5c5de942b53f6920b1ab/ue/NTYwMzQ3/aae15a2c8dccf650809cdbb164cb791a'],"['Stamford, Connecticut, United States']",[]
['West Elm'],[],['https://www.houzz.in/trk/aHR0cDovL3d3dy53ZXN0ZWxtLmNvbQ/3860e42e0db1fc69f35b1c68f0473d5c/ue/NTYwOTUz/733be9d1388f08c814e0483b1eea1a97'],"['Brooklyn, New York, United States']",[]
['ADA Antiques Design & Associates'],['tel:+1 862-205-7266'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5yZXN0b3JhdGlvbmFkYS5jb20/f998a01fba95db7658500dd866f07e24/ue/NjIzMTQxMQ/5e7242067b0fc05e7bc0799fbafb237c'],"['Union City, New Jersey, United States']",[]
['Creations in Fabric & Design'],['tel:+1 973-635-5228'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jcmVhdGlvbnNpbmZhYnJpYy5jb20/849d56ae308465c21c852b210dd6904f/ue/MTI5ODQ2/878536a8cadf48bf3b9ec5ecf3827d58'],"['Chatham, New Jersey, United States']",[]
['Carlo Home Decor'],['tel:+1 949-837-5114'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jYXJsb2hvbWVkZWNvci5jb20/eeea72542b3116b09142bcb6cd84cf89/ue/NTM1NDcy/67134339e3775e142f6683c8ef0adb82'],"['Mission Viejo, California, United States']",[]
['MONTAGE Modern Home'],['tel:+1 203-349-5859'],['https://www.houzz.in/trk/aHR0cDovL21vbnRhZ2Vtb2Rlcm4uY29t/a71e13f264682cba8444050d55d524f5/ue/NzE5ODIxMg/be47e506606bd2b8bc3ced6f64586a24'],"['Westport, Connecticut, United States']",[]
['She Paints Philly'],['tel:+1 484-686-5456'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zaGVwYWludHNwaGlsbHkuY29t/870053ff1f099e23e6ce2517224cd711/ue/OTI1NDI4OQ/30bb72270343cd2cacc4ac257c130a16'],"['Philadelphia, Pennsylvania, United States']",[]
['TwentyOne7'],['tel:+1 919-309-2566'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cudHdlbnR5b25lNy5jb20v/e33e09600eecc0ee4d195c6a20fa9a6a/ue/MzYwMjUw/670aa9945912cca4ce76e3101ee1af55'],"['Durham, North Carolina, United States']",[]
['Crate&Barrel'],['tel:+1 800-967-6696'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cuY3JhdGVhbmRiYXJyZWwuY29t/039c4d6ff52140cef9114ce2f04eccf0/ue/NTYwODQ3/103bf91fcc4c122cf6b9bee0f97b39ff'],"['Northbrook, Illinois, United States']",[]
['OUTDOORFABRICS'],['tel:+1 305-470-8912'],['https://www.houzz.in/trk/aHR0cDovL1dXVy5PVVRET09SRkFCUklDUy5DT00/f064eb814dc88c368a6645d1ee0f640a/ue/MTg5OTMyNw/7f93f2d11a1ac68687f2b1ee82279b78'],"['MIAMI, Florida, United States']",[]
['Comfort Works Custom Slipcovers'],['tel:+61 3 9015 9789'],['https://www.houzz.in/trk/aHR0cHM6Ly9jb21mb3J0LXdvcmtzLmNvbS8/1d473b1427479d73c8483f1b4d391b88/ue/NzE3MTU3/c0e743d28b2a30a9953032dd78ea6423'],"['South Melbourne, Victoria']",[]
['Desert Design Group'],['tel:+1 602-423-0586'],['https://www.houzz.in/trk/aHR0cDovL2Rlc2VydGRlc2lnbmdyb3VwLmNvbQ/7ef71623971a74d5f75ceeec00e4b85d/ue/MTQ4MzM4MQ/ae8efd1d5805f836d5c9d8b264f8d495'],"['Scottsdale, Arizona, United States']",[]
['Chic to Chic'],['tel:+1 361-883-2442'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5jaGljdG9jaGljZnVybml0dXJlLmNvbQ/7f1b726b24d8b0dd7ab1589013b405ae/ue/MTYzMzE2Mg/65f74d04f5051d2f9f18f59002f614ac'],"['Corpus Christi, Texas, United States']",[]
['Maxwell Fabrics'],['tel:+1 800-663-1159'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5tYXh3ZWxsZmFicmljcy5jb20/c19dda97b6e9ce4c49675beb0b589a3d/ue/MTU3OTUwNA/883bfa8dddae507a597532c5aae8517e'],"['Vancouver, British Columbia, Canada']",[]
['Alana Alegra Interiors'],['tel:+1 818-426-3161'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hbGFuYWFsZWdyYWludGVyaW9ycy5jb20/7b00dd655b0a76001b6d8914d5e7e73b/ue/MTUwODgzOA/abc5545eb3a2a516730fbb0ae7f47abb'],"['Woodland Hills, California, United States']",[]
['Ambient Lounge UK'],['tel:+44 844 529 1112'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5hbWJpZW50bG91bmdlLmNvLnVr/ba5d5ab0f4f53939e385418bab3b74a8/ue/MTA0MTg/056a6d41605b579f372c7433d0cf3820'],"['Nottingham, Nottinghamshire']",[]
['Impact Imports'],['tel:+1 208-368-0300'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pbXBhY3RpbXBvcnRzdXNhLmNvbQ/95720034bc2f47357a042f1d946fa304/ue/NDUzMQ/b3acb3da7125077e0a627ff85dd76b3d'],"['Boise, Idaho, United States']",[]
['Dom Decor Studio - Custom Curtains & Draperies'],['tel:+1 818-934-1318'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5Eb21EZWNvclN0dWRpby5jb20/dbfff32220f5be512f8b54eb8ac0486b/ue/OTg1ODY1/6ce6f4718121b5710b2e6b8a36b34645'],"['Tarzana, California, United States']",[]
['Expressions Upholstery'],['tel:+1 775-857-8427'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5leHByZXNzaW9uc3VwaG9sc3RlcnlieWtlbi5jb20/b6902bed1c6b781b73d5c29cb88b970a/ue/MjA0MjU1Ng/66860ca092ec25a33aef834590bade25'],"['Salt Lake City, Utah, United States']",[]
['Designer Furniture Services'],['tel:+1 248-332-7260'],['https://www.houzz.in/trk/aHR0cDovL2Rlc2lnbmVyZnVybml0dXJlc2VydmljZXMuY29t/8edacfc935e1f925bc37ba36894c7b58/ue/MTI4OTI2Nw/15f8e02cd4e27768a2e03e1c463843a9'],"['Pontiac, Michigan, United States']",[]
"[""Rocky's Restoration""]",['tel:+1 732-987-4238'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5yb2NreXNyZXN0b3JhdGlvbi5jb20/fc71fd97347afbec189698aeb8f14c2d/ue/MTUyOTkxMDE/6e36894d044a3d57f1b80fa2a4a765e9'],"['LAKEWOOD, New Jersey, United States']",[]
