company name,mobile no,website link,state and city,email
['SML Architects'],['tel:098208 77702'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zdHVkaW9tYWhla2xhbGFuLmNvbQ/3b8c8dd128253b44b732a8f43b5b9302/ue/NTA5OTI4MzU/477753cedc531126d48f66fe52f57efe'],"['Mumbai, Maharashtra']",[]
['Rhythm And Emphasis Design Studio'],['tel:096426 60136'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5yaHl0aG1hbmRlbXBoYXNpcy5jb20/a359c9e6835bee7b1e37c83fea73877e/ue/NjIwODYyNQ/bd954bb1245737859fc05110c58b72f5'],['hyderabad'],[]
['Studio GSA Architects Pvt Ltd'],['tel:080 4113 3044'],[],"['Bangalore, Karnataka']",[]
['Tejesh'],['tel:097411 88496'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zcGFjZWFhcmMuY29t/0b14bdd82e83be76769eb0ba02f8cf75/ue/MTQ1NzIzNzc/2f28644d28fdf3e8ce2912c2c3d50663'],['Bangalore'],[]
['Shreya Krishnan Design'],['tel:098406 51815'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zaHJleWFrcmlzaG5hbmRlc2lnbi5jb20v/8465d3eb1cbc30de7f712076e5441a66/ue/NDA3NDAyNzg/1213053b84d239a2ccc47881cd9278f7'],"['Chennai, Tamil Nadu']",[]
['Studio Lagom'],['tel:099137 04686'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5zdHVkaW9sYWdvbS5pbg/14ab016b0b12df06d55e269dfb9ac10c/ue/NDc2MjgxMTY/0c032c7caa7f220e453c9ce43b33aacb'],"['Surat, Gujarat']",[]
['URBAN ZEN'],['tel:098732 98804'],['https://www.houzz.in/trk/aHR0cHM6Ly93d3cudXJiYW56ZW4uaW4v/d3834744360a1b7ac0e3b4f719493b10/ue/NjA3MTM2NjQ/82b131c4882d86511166ee9223eb9b78'],"['HYDERABAD, Telangana']",[]
['Deepti Tangri & Associates'],['tel:098222 33961'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5kdGFhLmlu/839f091aa8a23ce6c595bd9e05c6ce7f/ue/NTQwMjcwNzc/f9e6984796f11bf5ed9d44a5c1d4cf1e'],"['Mumbai Suburban District, Maharashtra']",[]
['S Squared Architects'],['tel:094470 47467'],['https://www.houzz.in/trk/aHR0cDovL3NzcXVhcmVkYXJjaGl0ZWN0cy5jb20v/a9d89b63d909872789fa00a5a0b8a6c3/ue/NDIxNjA2NjQ/ac475152ec465e72db54fffc306b5198'],"['Thiruvananthapuram, Kerala']",[]
['Khosla Associates'],['tel:080 2527 3131'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5raG9zbGFhc3NvY2lhdGVzLmNvbS8/d46283ed41e16676a52f11e067b959fd/ue/MzkxMjc2OTg/283dd860406d7a421466d7db2194ea51'],"['Bengaluru, Karnataka']",[]
['DESIGN THOUGHTS ARCHITECTS'],['tel:098802 45882'],['https://www.houzz.in/trk/aHR0cDovL2Rlc2lnbnRob3VnaHRzLm9yZy8/e8aba8485642753085f9d4d4aaa026bc/ue/NDk4MjM1NjE/72170cb3e6918fa81bc3b589b75cfc59'],"['Bangalore Urban, Karnataka']",[]
['Int-Hab Architecture+Design Studio'],['tel:+1 988-070-0455'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5pbnRoYWIuY29t/dd5a4139072df4b9b708deeb0a79276c/ue/MjYwNDUyMjM/1be0dd51fe86c60992b8541f22ecfaec'],['Bangalore'],[]
['Nitido Design - Interior Designers & Architects'],['tel:088791 10025'],['https://www.houzz.in/trk/aHR0cDovL25pdGlkb2Rlc2lnbi5jb20/c0b9e27902d10bac32ae6354b15bd64a/ue/Mzk4NzY3ODk/88af45cb6f371b700fac25dfcfe020ae'],"['Mumbai, Maharashtra']",[]
['Etagi Design Collaborative'],['tel:098861 24035'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5ldGFnaWRlc2lnbi5jb20/d346861f5c6e923b935099a63a23bb82/ue/MzUyNzgwMw/49ab94405e91c5cd40ee100486fcdacb'],['Bangalore'],[]
['Trishunya Consultancy and Infrastructure PVT LTD'],['tel:095107 85007'],['https://www.houzz.in/trk/aHR0cHM6Ly90cmlzaHVueWEuY29t/81c90a031c585efca3c74eeaa130c948/ue/NTg5NjI3MzE/2e0ad218ce3b1f005f0b464c91333393'],"['bhavnagar, Gujarat']",[]
['Spacecraftstudio'],['tel:099000 96267'],['https://www.houzz.in/trk/aHR0cHM6Ly9zcGFjZWNyYWZ0c3R1ZGlvLmhvdXp6Lmlu/0693da3b28f3607777849e6c41669e74/ue/NTI2NzEyODM/3cfebb9441e6653555c4065258938515'],"['Bangalore Urban, Karnataka']",[]
['FACILIS architecture and interior design studio'],['tel:022 2854 3838'],['https://www.houzz.in/trk/aHR0cDovL3d3dy5mYWNpbGlzLmluLw/75c861f11d8cfcad85abe09c399fb73d/ue/NDA3Mzc2MzM/d1d1b24b7a817948388fa8dcf942f12d'],"['Mumbai, Maharashtra']",[]
